ID,Product ID,Boost ID
b4fb7ef2-a31a-482d-9c2e-7d910722cb3e,bfb04ee2-ba09-4a37-9dd9-ccd4f05bbdb3,2add3aba-7923-43f6-8ee2-699b4e299110
9dba1df2-b8bc-420e-9075-7567b41ca371,7dc5fe92-cf86-49e6-a564-755b27ad8f02,01146fd4-43f3-4814-b573-963ac0864017
72509ed4-a80d-4307-8222-28daebfd5602,de695e87-254c-4a77-8361-3b99fed1625b,5ccbc285-40a3-4fcd-a4df-f7a73aaf3c2c
522bc2d8-0e9c-4d85-9da1-d18cd2345b3a,dd89c451-9b39-4004-a0e5-25eb51bdc5e3,6cd36c22-ecd6-4128-b16d-a9bb8eec74b7
d07fbdd7-1cab-4921-bbaf-cc0a87fcc60c,8a4b3a2b-483f-470f-98e4-422c28dd14aa,647d22df-7a22-46b6-ae3d-c7e2687417dd
