ID,User ID,Boost ID,Status,Hash,Payment Method,Created At,Updated At,Subscription ID,Price
04183fc0-1fb7-46b0-b87c-73def1601f51,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_niwfw9jak647j51p,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
62bf7fe7-5a3d-4942-aa20-38d09ddf309a,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_disps8s698z2mddf,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
536ce5ff-a886-44d7-8f05-0a3ec1ed71df,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_x42fwsmckawldclw,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
04a3e208-eb8b-4d77-b488-7060953d60a5,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_rh3qei12kr2rmr1b,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
4dc30306-443e-4c19-ba38-3eb204841569,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_p51yvdj36o9409jr,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
0a53b0d7-127b-4a54-a39a-960353a78ff7,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_1hxxwnovan3kxi4m,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
0bbf87c6-ad99-43a8-9dc8-bb514d505d44,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_zehd1yrfz8pqpni5,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
65878699-7af4-4adb-807b-397068892275,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_05jw2508iwh54qs9,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
30935a4e-7407-434a-8901-d2bbe187314c,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_6orlkzvrl5prnro8,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
13552364-9d62-4eba-8235-3b07d6bd570d,ccaa6c0f-c586-42be-8662-13bbff73bc67,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_umqbh4loaqikeony,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
6bdc50ba-7dd5-4c78-aba6-b4966b265d2b,c0e35808-bc4b-41ff-ba98-4885ace74349,2add3aba-7923-43f6-8ee2-699b4e299110,INACTIVE,pay_r4qq6xjovr5wr3la,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
f4698a81-871e-4e2e-9f37-4a1005f849e9,c0e35808-bc4b-41ff-ba98-4885ace74349,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_whdifa7jxjld0w3f,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
b9dcd3c0-d6be-47c5-920a-6c3e849f3d5d,dda92bac-eedb-4b5d-af7b-15ece8511ab7,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_hj2lvtzn4qdq4cpb,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
c99aa894-f631-468c-b46e-74fce5a8ce74,cf4bbfa0-4116-4a71-ab53-15f3e9a6d5f4,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_m55rbdc2rfu52nkt,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
7623da87-4341-4866-9cd7-fb392a42ed12,c0e35808-bc4b-41ff-ba98-4885ace74349,2add3aba-7923-43f6-8ee2-699b4e299110,ACTIVE,pay_5s4d6a6lat6wtpla,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
bcaae3cd-4929-4b8f-a472-07196e6c7593,59dae66d-5fa9-4507-8c1c-9975e3e85648,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_k9m8f3kpjm5d8yw1,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
58bf681b-03c4-41c6-9fe2-f1eb16966ae3,59dae66d-5fa9-4507-8c1c-9975e3e85648,2add3aba-7923-43f6-8ee2-699b4e299110,ACTIVE,pay_hpeyp1sgx7kyhriw,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
29e65589-5d19-436c-b5b5-8133e9735e6c,2d4126a1-13b6-4172-a837-47754e852665,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_nrc7sbbe4myg354a,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
72a6e21e-dd28-4a78-bd9f-aa7f64e43ff0,e01b774e-24f8-4b9f-a49d-c217081bbc22,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_qzkn6qudmnj8imum,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
208af6d8-a979-49a5-b47c-bd988019166d,3d2c3f9b-d436-41b4-8e06-0de4257b9f1d,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_9ifgtbifplbls6je,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
5f3f0953-921c-40ec-a934-d14d35efecd7,3d2c3f9b-d436-41b4-8e06-0de4257b9f1d,2add3aba-7923-43f6-8ee2-699b4e299110,ACTIVE,pay_b4v42z3lssy6v1sh,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
6d35b046-676c-48c1-bb5c-66c70b90b6bf,398a42ca-e785-4709-9719-ea03b9718a19,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_009rmmmt6l5c4z3d,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
6767f907-a899-4671-9f5c-6839ea779a61,8e76464b-46f1-4895-ad67-e8341c471818,01146fd4-43f3-4814-b573-963ac0864017,INACTIVE,pay_gqh292vu7m2m3sum,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
8e262132-c4fa-48f4-84d5-351548584828,8e76464b-46f1-4895-ad67-e8341c471818,01146fd4-43f3-4814-b573-963ac0864017,ACTIVE,pay_nn73b771qydwze2i,PIX,2025-08-20T14:24:05.35,2025-08-20T14:24:05.35,,0.0
